Día,Entrada,Salida,h:m,Tiempo,Tarifa (horaria),Pesos,Presupuesto,Approved,Estado,Billable,Customer,Project,Activity,Description,Comentario,Location,Tracking Number,Nombre de usuario,despejado
19.09.,17:15,18:00,0:45,0.75,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Gestión Comercial,Búsqueda de Cheque por ECSA. ,,,,lcolombo,0
19.09.,17:00,18:00,1:00,1.00,36.56,36.56,,,open,0%,ECSA,Sigas SCA,Operativo,Asistencia a @MarcosDMYR,,,,abrunacci,0
19.09.,17:00,17:15,0:15,0.26,36.56,9.45,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
19.09.,16:30,18:30,2:00,2.00,28.00,56.00,,,open,0%,Bitson,Cromi,Desarrollo,Implementacion de staging,,,,ddebonis,0
19.09.,16:30,17:00,0:30,0.50,0.00,0.00,,,open,0%,El Condominio,Migracion AWS,Reunion,Contacto con facu para ver las tareas,,,,abrunacci,0
19.09.,16:20,16:50,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Búsqueda de proyectos SA. Contacto de recruiters por Linkedin,,,,lcolombo,0
19.09.,16:00,16:20,0:20,0.33,0.00,0.00,,,open,0%,Bitson,Bitson,Gestion Contable,Charla con @santichola por retiros y anotación en planilla de gestión 2017.,,,,lcolombo,0
19.09.,15:45,15:55,0:10,0.17,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Envío de mail con consignas de Tole. Respuesta a Santi por retiros en planilla de gestión.,,,,lcolombo,0
19.09.,15:20,15:35,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Envío de minuta de reunión semanal.,,,,lcolombo,0
19.09.,14:40,16:30,1:50,1.83,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,identificando en domi-back las modificaciones a realizar.,,,,acuervo,0
19.09.,14:30,15:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Mails Varios
Llamados y contacto con Moldumet
Problemas de Internet
",,,,hbrunacci,0
19.09.,14:30,15:00,0:30,0.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Venta Charters,Presupuesto,Update propuesta. Envío al cliente. Actualización hilo de trabajos.,,,,lcolombo,0
19.09.,14:00,14:40,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,planing cromi.,,,,acuervo,0
19.09.,13:45,15:39,1:54,1.91,36.56,69.92,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
19.09.,13:30,16:30,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,"Planning, reunion, updateado de canvas, y subir todo al taiga, asignar tareas y mail a fer claverino.",,,,ddebonis,0
19.09.,13:30,14:15,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,Sprint Planning,,,,lcolombo,0
19.09.,13:30,14:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,Planning,,,,hbrunacci,0
19.09.,13:30,16:30,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,"planning
",,,,abrunacci,0
19.09.,13:00,13:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
19.09.,12:30,13:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,acuervo,0
19.09.,12:30,13:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
19.09.,10:45,11:45,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Coordinación de tareas con @cuberti. Rendición de cuentas PTA. Planificación de tareas CROMI con @ddebonis. ,,,,lcolombo,0
19.09.,10:00,12:30,2:30,2.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,ddebonis,0
19.09.,10:00,12:30,2:30,2.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,flask/manejo de bootstrap.,,,,acuervo,0
19.09.,10:00,14:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
19.09.,10:00,12:30,2:30,2.50,36.56,91.40,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,abrunacci,0
19.09.,10:00,13:00,3:00,3.00,36.56,109.68,,,open,0%,Don Bosco Bernal,Instalación WIfi y Cámaras,Operativo,Pruebas de configuraciones WDS en equipos cisco,,,,hbrunacci,0
18.09.,17:53,20:42,2:49,2.82,36.56,103.11,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,17:45,18:15,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Envío de mails de actualizaciones de trabajos.,,,,lcolombo,0
18.09.,17:09,17:53,0:44,0.74,36.56,26.92,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,17:00,17:45,0:45,0.75,36.56,27.42,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,abrunacci,0
18.09.,16:59,17:09,0:09,0.16,36.56,5.85,,,open,0%,Bitson,Bitson,Gestion Contable,AFIP,,,,nespino,0
18.09.,16:39,16:59,0:19,0.33,36.56,12.04,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,16:30,17:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Trabajo en dns3,,,,abrunacci,0
18.09.,16:30,17:45,1:15,1.25,0.00,0.00,,,open,0%,Federico Ostrofsky,Carrito Compras,Presupuesto,Armar OT. Escribir presupuesto Senderos del Monte. Envío de presupuesto al cliente. Envío de OT y Ppto a Trabajos.,,,,lcolombo,0
18.09.,16:00,16:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Coordinación de tareas DevOps y SIGAS con @abrunacci.,,,,lcolombo,0
18.09.,15:33,16:06,0:32,0.54,36.56,19.88,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,15:30,16:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,ddebonis,0
18.09.,15:30,16:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Update tareas @cuberti.,,,,lcolombo,0
18.09.,15:30,16:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,flask/ implementando bootstrap,,,,acuervo,0
18.09.,15:30,16:30,1:00,1.00,36.56,36.56,,,open,0%,ECSA,Beagle SCA,Desarrollo,"beagle controller
",,,,abrunacci,0
18.09.,14:12,15:33,1:21,1.35,36.56,49.47,,,open,%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
18.09.,14:10,15:30,1:20,1.33,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunión semanal.,,,,lcolombo,0
18.09.,14:05,15:40,1:35,1.58,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,hbrunacci,0
18.09.,14:00,15:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunion semanal.,,,,ddebonis,0
18.09.,14:00,15:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,abrunacci,0
18.09.,14:00,15:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,acuervo,0
18.09.,13:52,14:11,0:19,0.32,36.56,11.59,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,13:45,14:05,0:20,0.33,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,lectura WDS para wap 150,,,,hbrunacci,0
18.09.,13:45,14:10,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Update @cuberti.,,,,lcolombo,0
18.09.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,ddebonis,0
18.09.,13:20,13:48,0:28,0.47,36.56,17.14,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,13:05,13:45,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
18.09.,13:00,13:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
18.09.,13:00,14:00,1:00,1.00,36.56,36.56,,,open,0%,ECSA,Beagle SCA,Desarrollo,,,,,abrunacci,0
18.09.,12:50,13:15,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,acuervo,0
18.09.,12:30,17:01,4:31,4.52,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,cuberti,0
18.09.,12:00,13:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
18.09.,11:45,12:14,0:29,0.48,0.00,0.00,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
18.09.,10:45,11:45,1:00,1.00,36.56,36.56,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,nespino,0
18.09.,10:10,12:48,2:38,2.63,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,flask/ implementando bootstrap/ jquery.,,,,acuervo,0
18.09.,10:05,13:05,3:00,3.00,36.56,109.68,,,open,0%,Don Bosco Bernal,Instalación WIfi y Cámaras,Operativo,,,,,hbrunacci,0
18.09.,09:30,12:00,2:30,2.50,36.56,91.40,,,open,0%,ECSA,Sigas SCA,Desarrollo,User Story #0 ,,,,abrunacci,0
18.09.,09:00,10:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,"Estudio valores de retiros, incorporaciones, etc...",,,,lcolombo,0
18.09.,08:45,09:00,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Envío de presupuesto y contrato.,,,,lcolombo,0
18.09.,08:30,08:45,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales.,,,,lcolombo,0
18.09.,08:00,13:00,5:00,5.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,ddebonis,0
15.09.,23:00,03:00,4:00,4.00,36.56,146.24,,,open,0%,ECSA,Beagle SCA,Operativo,,,,,abrunacci,0
15.09.,14:30,18:55,4:25,4.42,36.56,161.61,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
15.09.,14:00,18:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Capacitacion SCRUM con Fer Claverino,,,,ddebonis,0
15.09.,14:00,18:20,4:20,4.33,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,Estimaciones.,,,,lcolombo,0
15.09.,14:00,18:00,4:00,4.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,,,,,hbrunacci,0
15.09.,14:00,18:01,4:01,4.02,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,scrum,,,,acuervo,0
15.09.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
15.09.,13:15,14:00,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
15.09.,13:00,18:30,5:30,5.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,SCRUM con Fer Claverino,,,,abrunacci,0
15.09.,13:00,13:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,acuervo,0
15.09.,11:45,12:25,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Intercooperativo,Charla con @candimann ,,,,lcolombo,0
15.09.,11:20,12:35,1:15,1.26,36.56,46.19,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
15.09.,11:00,13:15,2:15,2.25,36.56,82.26,,,open,0%,Don Bosco Bernal,Instalación WIfi y Cámaras,Operativo,,,,,hbrunacci,0
15.09.,10:00,13:30,3:30,3.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,React: redux,,,,ddebonis,0
15.09.,10:00,13:00,3:00,3.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,flask/python,,,,acuervo,0
14.09.,21:25,23:25,2:00,2.00,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Venta Charters,Presupuesto,Redacción de contrato en propuesta comercial. Actualización en lista de correos.,,,,lcolombo,0
14.09.,16:45,18:00,1:15,1.25,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Venta Charters,Reunion,Reunión con Álvaro (Sistemas) y Álvaro (Aún Gerente),,,,lcolombo,0
14.09.,16:15,16:45,0:30,0.50,0.00,0.00,,,open,0%,Andes Líneas Aéreas,Venta Charters,Transporte,Viaje a aeroparque,,,,lcolombo,0
14.09.,15:50,16:15,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Charla con @ddebonis y @abrunacci x candidato Ariel (Telecom),,,,lcolombo,0
14.09.,15:30,16:00,0:30,0.50,28.00,14.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,Tareas de sprint.,,,,ddebonis,0
14.09.,15:30,18:30,3:00,3.00,36.56,109.68,,,open,0%,ECSA,Beagle SCA,Operativo,,,,,abrunacci,0
14.09.,15:30,15:50,0:20,0.33,0.00,0.00,,,open,0%,Federico Ostrofsky,Carrito Compras,Presupuesto,Charla con @marcOS para ver la viabilidad del proyecto.,,,,lcolombo,0
14.09.,14:40,15:30,0:50,0.83,0.00,0.00,,,open,0%,Bitson,Cromi,Gestión Comercial,Demo Sprint.,,,,lcolombo,0
14.09.,14:30,15:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Cromi,Demo,,,,,abrunacci,0
14.09.,14:30,15:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,Demo,,,,hbrunacci,0
14.09.,14:15,14:40,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Asistencia técnica @abrunacci con deploy en dev.bitson.com.ar,,,,lcolombo,0
14.09.,14:00,15:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Cromi,Demo,"Preparacion, y mostrado de user stories.",,,,ddebonis,0
14.09.,14:00,14:30,0:30,0.50,36.56,18.28,,,open,0%,Bitson,Cromi,Operativo,seteando entorno de desarrollo,,,,abrunacci,0
14.09.,13:45,14:15,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Contactos con recruiters en búsqueda de proyectos.,,,,lcolombo,0
14.09.,13:45,14:30,0:45,0.75,0.00,0.00,,,open,0%,Don Bosco Bernal,Instalación WIfi y Cámaras,Testing,"desarme y prueba de equipos 
Ver como se configuran (youtube y manuales)",,,,hbrunacci,0
14.09.,13:32,17:32,4:00,4.01,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,Flask,,,,acuervo,0
14.09.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
14.09.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Entrevista Pablo Ariel,,,,abrunacci,0
14.09.,13:15,13:45,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
14.09.,13:00,13:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Entrevista con Pablo Ariel Gonzalez,,,,ddebonis,0
14.09.,13:00,13:15,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Recepción de Ariel Peitiado,,,,hbrunacci,0
14.09.,12:50,13:30,0:40,0.67,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,acuervo,0
14.09.,12:30,13:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
14.09.,11:43,13:37,1:54,1.90,36.56,69.64,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
14.09.,11:00,11:30,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Kairos,Reunion,Call con @candimann,,,,lcolombo,0
14.09.,10:20,12:50,2:30,2.50,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,Flask,,,,acuervo,0
14.09.,10:00,12:30,2:30,2.50,36.56,91.40,,,open,0%,Bitson,Cromi,Operativo,Seteando entorno de desarrollo,,,,abrunacci,0
14.09.,10:00,13:00,3:00,3.00,36.56,109.68,,,open,0%,Bitson,Cromi,Operativo,,,,,hbrunacci,0
14.09.,08:00,13:00,5:00,5.00,28.00,140.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,Tareas de sprint.,,,,ddebonis,0
13.09.,16:45,18:00,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Búsqueda de trabajos remotos para Marcos y Agustín... Contactos con Recruiters de LinkedIn,,,,lcolombo,0
13.09.,16:00,16:45,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Charla con @ddebonis,,,,lcolombo,0
13.09.,15:56,17:30,1:33,1.56,36.56,57.15,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
13.09.,15:30,16:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Revisión de mails. Cálculo horas bitson nuevo socio. ,,,,lcolombo,0
13.09.,14:30,16:00,1:30,1.50,28.00,42.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,Tareas de sprint SCA.,,,,ddebonis,0
13.09.,14:00,15:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunión con Tole x Capacitación.,,,,lcolombo,0
13.09.,14:00,15:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,tole,,,,hbrunacci,0
13.09.,14:00,14:30,0:30,0.50,28.00,14.00,,,open,0%,Bitson,Cromi,Desarrollo,Me olvide de subir unas cosas a la ayuda.,,,,ddebonis,0
13.09.,13:45,14:00,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Calculo de valor hora bitson con nuevo socio.,,,,lcolombo,0
13.09.,13:30,14:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,ddebonis,0
13.09.,13:00,14:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Mails Varios,,,,hbrunacci,0
13.09.,12:30,13:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,hbrunacci,0
13.09.,12:10,14:06,1:55,1.93,36.56,70.54,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
13.09.,11:40,12:09,0:29,0.49,36.56,17.82,,,open,%,Bitson,Bitson,Gestion Contable,,,,,nespino,0
13.09.,11:00,12:24,1:24,1.41,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,"leyendo sobre flask y jinja2.
poniendo lindo el backlog de Cromi",,,,acuervo,0
13.09.,11:00,13:30,2:30,2.50,28.00,70.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,Tareas del sprint de SCA.,,,,ddebonis,0
13.09.,11:00,11:30,0:30,0.50,0.00,0.00,,,open,0%,Federico Ostrofsky,Carrito Compras,Reunion,Hangout con Federico para ver el alcance del proyecto.,,,,lcolombo,0
13.09.,10:15,11:00,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Asistencia técnica @ddebonis instalación SCA.,,,,lcolombo,0
13.09.,10:00,11:00,1:00,1.00,36.56,36.56,,,open,0%,Bitson,Cromi,Operativo,,,,,hbrunacci,0
13.09.,09:00,11:00,2:00,2.00,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,subir vídeos al canal de Bitson,,,,acuervo,0
13.09.,09:00,11:00,2:00,2.00,28.00,56.00,,,open,0%,Bitson,Cromi,Desarrollo,Terminando de subir las FAQs y videos restantes.,,,,ddebonis,0
13.09.,08:00,09:00,1:00,1.00,28.00,28.00,,,open,0%,ECSA,Sigas SCA,Desarrollo,Seteo de ambiente,,,,ddebonis,0
12.09.,21:30,22:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Actualización de datos VISA HOME y activación de usuario online Cabal al día.,,,,lcolombo,0
12.09.,18:25,19:00,0:35,0.58,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Armado de Kanban físico personal.,,,,lcolombo,0
12.09.,18:00,18:25,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Llamado a Juan Gargiulo. Llamado a Álvaro Barros.,,,,lcolombo,0
12.09.,16:57,17:45,0:47,0.79,36.56,28.80,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
12.09.,16:35,18:00,1:25,1.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,"Asistencia técnica @ddebonis con Cromi jQuery Flask.
Asistencia técnica @abrunacci Beagle SCA.",,,,lcolombo,0
12.09.,16:30,16:35,0:05,0.08,0.00,0.00,,,open,0%,Bitson,Bitson,Instalación,Actualización configuración i3wm,,,,lcolombo,0
12.09.,16:20,16:30,0:10,0.17,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,Contacto Federico x Carrito de Compras.,,,,lcolombo,0
12.09.,16:00,16:20,0:20,0.33,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Nuevo front Cromi jQuery con Flask c/@ddebonis,,,,lcolombo,0
12.09.,16:00,18:00,2:00,2.00,28.00,56.00,,,open,0%,Bitson,Cromi,Desarrollo,Terminando de agregar los FAQs,,,,ddebonis,0
12.09.,15:15,16:00,0:45,0.75,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,Sprint Planning SCA c/@abrunacci y @ddebonis.,,,,lcolombo,0
12.09.,14:43,15:28,0:45,0.76,36.56,27.90,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
12.09.,14:15,15:15,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Entrevista Julio Acevedo.,,,,lcolombo,0
12.09.,14:05,16:00,1:55,1.92,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Reunion,Sprint planning con HB y AB,,,,ddebonis,0
12.09.,14:00,14:05,0:05,0.08,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,Daily,,,,ddebonis,0
12.09.,14:00,15:45,1:45,1.75,0.00,0.00,,,open,0%,ECSA,Sigas SCA,Reunion,planning,,,,hbrunacci,0
12.09.,13:45,14:15,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Setup oficina. Lectura de mails. Preparación entrevista Julio.,,,,lcolombo,0
12.09.,13:40,14:00,0:19,0.33,36.56,12.03,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
12.09.,13:30,16:35,3:05,3.10,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,completar edición vídeo FAQS / subir video faqs al canal bitson.,,,,acuervo,0
12.09.,13:24,13:37,0:13,0.22,36.56,7.96,,,open,%,Aptage,Aptage,Operativo,,,,,nespino,0
12.09.,13:00,13:20,0:20,0.33,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,acuervo,0
12.09.,13:00,18:00,5:00,5.00,36.56,182.80,,,open,0%,ECSA,Beagle SCA,Operativo,Display BBB,,,,abrunacci,0
12.09.,13:00,13:24,0:24,0.41,36.56,14.93,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
12.09.,12:30,14:00,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Comercial,"Mails varios
Limpieza de cristina
llamado al ministerio
",,,,hbrunacci,0
12.09.,12:00,13:00,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Almuerzo,,,,,abrunacci,0
12.09.,12:00,14:00,2:00,2.00,28.00,56.00,,,open,0%,Bitson,Cromi,Desarrollo,Arreglando issues/nueva version en flask,,,,ddebonis,0
12.09.,12:00,12:30,0:30,0.50,36.56,18.28,,,open,0%,Bitson,Cromi,Operativo,revisión de faqs,,,,hbrunacci,0
12.09.,11:59,13:00,1:00,1.00,36.56,36.72,,,open,0%,Aptage,Aptage,Operativo,,,,,nespino,0
12.09.,11:30,12:00,0:30,0.50,0.00,0.00,,,open,0%,Don Bosco Bernal,Instalación WIfi y Cámaras,Gestión Comercial,Búsqueda de proveedor por caída del anterior APs para Bernal,,,,hbrunacci,0
12.09.,11:00,12:00,1:00,1.00,36.56,36.56,,,open,0%,ECSA,Beagle SCA,Operativo,"Pruebas display, tratando de sacar ruido de mensajes",,,,abrunacci,0
12.09.,10:30,11:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Acompañamiento de tareas.,,,,lcolombo,0
12.09.,10:10,13:00,2:50,2.83,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,cambio de php front Cromi,,,,acuervo,0
12.09.,10:00,11:30,1:30,1.50,0.00,0.00,,,open,0%,Bitson,Molinete Plastico,Gestion Operativa,llevar molinete a Moldumet,,,,hbrunacci,0
12.09.,10:00,11:00,1:00,1.00,36.56,36.56,,,open,0%,ECSA,Beagle SCA,Operativo,Armado banco de pruebas,,,,abrunacci,0
12.09.,09:30,09:55,0:25,0.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Revisión de tareas,,,,lcolombo,0
11.09.,17:30,18:00,0:30,0.50,36.56,18.28,,,open,0%,Bitson,Cromi,Operativo,Build del back,,,,abrunacci,0
11.09.,16:15,18:10,1:55,1.93,0.00,0.00,,,open,0%,Bitson,Bitson,Capacitación,flask en cromi,,,,acuervo,0
11.09.,16:00,17:30,1:30,1.50,36.56,54.84,,,open,0%,Bitson,Bitson,Operativo,DevOps: Subject DNS,,,,abrunacci,0
11.09.,16:00,18:15,2:15,2.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión operativa,"Capacitación @abrunacci DevOps: migración DNS1 a DNS3.
Capacitación @acuervo Templating con Jinja2. Migrando PHP Cromi a Flask.",,,,lcolombo,0
11.09.,15:30,16:00,0:30,0.50,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,,,,,lcolombo,0
11.09.,15:30,16:00,0:30,0.50,36.56,18.28,,,open,0%,Bitson,Molinete Plastico,Operativo,Ayudando a bajar molinete para que HB se lo lleve al del rotomoldeado,,,,abrunacci,0
11.09.,15:30,16:30,1:00,1.00,0.00,0.00,,,open,0%,Bitson,Cromi,Entorno de desarrollo,"Seguimos intentando armar el build de front, fracasamos, nos mudamos a flask.",,,,ddebonis,0
11.09.,14:15,15:30,1:15,1.25,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunión semanal.,,,,lcolombo,0
11.09.,14:05,15:30,1:25,1.42,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Reunion Semanal,,,,ddebonis,0
11.09.,14:05,15:30,1:25,1.42,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,Reunion semanal,,,,abrunacci,0
11.09.,14:00,14:15,0:15,0.25,0.00,0.00,,,open,0%,Bitson,Bitson,Gestión Interna,Preparación reunión semanal.,,,,lcolombo,0
11.09.,14:00,14:05,0:05,0.08,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,Daily,,,,ddebonis,0
11.09.,14:00,14:05,0:05,0.08,0.00,0.00,,,open,0%,Bitson,Cromi,Reunion,Daily,,,,abrunacci,0
11.09.,13:55,16:00,2:05,2.08,0.00,0.00,,,open,0%,Bitson,Bitson,Reunion,,,,,hbrunacci,0
11.09.,13:30,14:00,0:30,0.50,28.00,14.00,,,open,0%,Bitson,Cromi,Desarrollo,Arreglando issues,,,,ddebonis,0
