,Entrada,Salida,Customer,Project,Activity,Description,Comentario,socio,Duration
205,2017-07-18 13:00:00,2017-07-18 18:00:00,ECSA,Sigas SCA,Desarrollo,Dashboard SCA,,ddebonis,300.0
206,2017-07-18 13:00:00,2017-07-18 18:10:00,Bitson,Bitson,Gestión Comercial,"Solucion problemas de Cise
Cotización Camba notebooks",,hbrunacci,310.0
207,2017-07-18 12:58:00,2017-07-18 17:55:00,Bitson,Bitson,Operativo,,,abrunacci,297.0
208,2017-07-18 12:30:00,2017-07-18 12:58:00,Bitson,Bitson,Almuerzo,,,abrunacci,28.0
209,2017-07-18 12:17:00,2017-07-18 13:25:00,Bitson,Bitson,Capacitación,,,nespino,68.0
210,2017-07-18 12:00:00,2017-07-18 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
211,2017-07-18 11:00:00,2017-07-18 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,60.0
212,2017-07-18 09:45:00,2017-07-18 12:30:00,Bitson,Bitson,Operativo,,,abrunacci,165.0
213,2017-07-17 21:15:00,2017-07-17 21:50:00,Bitson,Bitson,Capacitación,,,nespino,35.0
214,2017-07-17 20:43:00,2017-07-17 21:14:00,ECSA,Banfield,Reparación de errores,,,nespino,31.0
215,2017-07-17 19:18:00,2017-07-17 19:45:00,SanyoJafep,Magento SanyoJafep,Mantenimiento,,,nespino,27.0
216,2017-07-17 19:00:00,2017-07-17 19:30:00,Kairos - Totem,Osmedica,Operativo,Docker Registry,,lcolombo,30.0
217,2017-07-17 17:30:00,2017-07-17 19:00:00,Bitson,Bitson,Gestión Interna,Entrevista con Ma. Alejandra Cuervo,,lcolombo,90.0
218,2017-07-17 17:15:00,2017-07-17 17:30:00,Bitson,Bitson,Gestión Interna,Revisión de mails.,,lcolombo,15.0
219,2017-07-17 16:45:00,2017-07-17 17:15:00,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales. Intento de ejecución fallido porque el Credicoop nos borró el esquema de firmas.,,lcolombo,30.0
220,2017-07-17 16:00:00,2017-07-17 18:30:00,Bitson,Bitson,Operativo,,,abrunacci,150.0
221,2017-07-17 14:30:00,2017-07-17 16:30:00,Bitson,Bitson,Gestión Interna,Reunion Semanal,,ddebonis,120.0
222,2017-07-17 14:24:00,2017-07-17 16:42:00,Bitson,Bitson,Gestión Interna,,,nespino,138.0
223,2017-07-17 14:20:00,2017-07-17 16:45:00,Bitson,Bitson,Reunion,,,lcolombo,145.0
224,2017-07-17 14:15:00,2017-07-17 14:24:00,SanyoJafep,Magento SanyoJafep,Mantenimiento,,,nespino,9.0
225,2017-07-17 14:15:00,2017-07-17 16:50:00,Bitson,Bitson,Reunion,,,hbrunacci,155.0
226,2017-07-17 14:00:00,2017-07-17 16:00:00,Bitson,Bitson,Gestión Interna,,,abrunacci,120.0
227,2017-07-17 12:30:00,2017-07-17 14:15:00,Bitson,Bitson,Gestión Interna,"Etiquetas de circuito OCA
Reglas de mail",,hbrunacci,105.0
228,2017-07-17 11:10:00,2017-07-17 12:30:00,Bitson,Bitson,Gestion Contable,Retirar cheques Ecsa,,hbrunacci,80.0
229,2017-07-17 10:30:00,2017-07-17 11:30:00,Bitson,Bitson,Gestión Interna,çCoordinación tareas Tótem. Búsqueda de info: docker registry & GitLab CI.,,lcolombo,60.0
230,2017-07-17 10:30:00,2017-07-17 14:00:00,Bitson,Bitson,Operativo,,,abrunacci,210.0
231,2017-07-17 08:00:00,2017-07-17 14:30:00,Bitson,Bitson,Desarrollo,SCA Refactor,,ddebonis,390.0
232,2017-07-17 06:20:00,2017-07-17 07:10:00,Aptage,Aptage,Operativo,,,nespino,50.0
233,2017-07-17 04:00:00,2017-07-17 06:20:00,Bitson,Bitson,Capacitación,,,nespino,140.0
234,2017-07-17 00:30:00,2017-07-17 02:28:00,Bitson,Bitson,Capacitación,Angular2 RxJS,,nespino,118.0
235,2017-07-16 22:15:00,2017-07-16 22:55:00,Bitson,Bitson,Gestion Contable,Actualización de datos faltantes x pedido de @santichola,,lcolombo,40.0
236,2017-07-16 20:00:00,2017-07-16 23:00:00,Bitson,Bitson,Capacitación,Angular2,,nespino,180.0
237,2017-07-15 11:20:00,2017-07-15 12:05:00,Bitson,Bitson,Operativo,Buscando info sobre cómo hacer funcionar Docker Registry.,,lcolombo,45.0
238,2017-07-15 10:20:00,2017-07-15 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,310.0
239,2017-07-14 22:10:00,2017-07-14 01:55:00,Bitson,Bitson,Operativo,Update GitLab 9.1 to 9.3. Attempt to install Docker Registry with GitLab. Everything from source.,,lcolombo,-1215.0
240,2017-07-14 19:16:00,2017-07-14 19:24:00,Aptage,Aptage,Operativo,,,nespino,8.0
241,2017-07-14 18:13:00,2017-07-14 18:52:00,Aptage,Aptage,Operativo,,,nespino,39.0
242,2017-07-14 15:33:00,2017-07-14 17:20:00,ECSA,Banfield,Operativo,,,nespino,107.0
243,2017-07-14 14:30:00,2017-07-14 17:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,,ddebonis,150.0
244,2017-07-14 14:20:00,2017-07-14 15:32:00,ECSA,Banfield,Operativo,,,nespino,72.0
245,2017-07-14 14:00:00,2017-07-14 14:30:00,Bitson,Bitson,Almuerzo,,,ddebonis,30.0
246,2017-07-14 14:00:00,2017-07-14 16:00:00,Kairos - Totem,Osmedica,Operativo,Reinstalación Tótem.,,lcolombo,120.0
247,2017-07-14 13:45:00,2017-07-14 14:00:00,ECSA,Sigas SCA,Operativo,"Fix línea 94 rabbit_controller/handlers.py en el server de ""San Luis"". ",,lcolombo,15.0
248,2017-07-14 11:00:00,2017-07-14 14:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,,ddebonis,180.0
249,2017-07-14 10:00:00,2017-07-14 18:30:00,Betterez,Betterez,Desarrollo,,,abrunacci,510.0
250,2017-07-14 10:00:00,2017-07-14 14:00:00,Bitson,Bitson,Licencia Enfermedad,,,cuberti,240.0
251,2017-07-13 20:20:00,2017-07-13 21:10:00,Bitson,Bitson,Capacitación,,,nespino,50.0
252,2017-07-13 17:50:00,2017-07-13 20:20:00,Aptage,Aptage,Operativo,,,nespino,150.0
253,2017-07-13 17:33:00,2017-07-13 17:50:00,ECSA,Banfield,Instalación,,,nespino,17.0
254,2017-07-13 16:28:00,2017-07-13 17:11:00,ECSA,Banfield,Instalación,,,nespino,43.0
255,2017-07-13 14:58:00,2017-07-13 16:15:00,Aptage,Aptage,Operativo,,,nespino,77.0
256,2017-07-13 14:45:00,2017-07-13 18:30:00,Kairos - Totem,Osmedica,Operativo,Configurando permisos de udev para todos los usuarios. Ajuste de mimetype para impresión.,,lcolombo,225.0
257,2017-07-13 14:00:00,2017-07-13 17:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,,ddebonis,180.0
258,2017-07-13 13:00:00,2017-07-13 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
259,2017-07-13 11:00:00,2017-07-13 13:00:00,Bitson,Bitson,Desarrollo,Refactor SGS,,ddebonis,120.0
260,2017-07-13 10:30:00,2017-07-13 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,300.0
261,2017-07-13 10:00:00,2017-07-13 18:00:00,Betterez,Betterez,Desarrollo,#6664,,abrunacci,480.0
262,2017-07-13 10:00:00,2017-07-13 14:00:00,Bitson,Bitson,Licencia Enfermedad,,,cuberti,240.0
263,2017-07-12 21:15:00,2017-07-12 23:45:00,Bitson,Bitson,Capacitación,,,nespino,150.0
264,2017-07-12 18:30:00,2017-07-12 20:00:00,Kairos - Totem,Osmedica,Operativo,çBúsqueda de información sobre permisos y reglas udev para usar dispositivos HID por USB.,,lcolombo,90.0
265,2017-07-12 16:37:00,2017-07-12 18:05:00,Aptage,Aptage,Operativo,,,nespino,88.0
266,2017-07-12 15:48:00,2017-07-12 16:30:00,Bitson,Bitson,Gestión Interna,,,nespino,42.0
267,2017-07-12 15:30:00,2017-07-12 17:00:00,ECSA,Sigas SCA,Desarrollo,,,ddebonis,90.0
268,2017-07-12 15:30:00,2017-07-12 17:15:00,Bitson,Kairos,Operativo,Configuración SuperUser Kairos. Prueba de turno. Falta mimetype nuevo y permisos en uDev para usuario sin privilegios.,,lcolombo,105.0
269,2017-07-12 14:30:00,2017-07-12 15:30:00,Bitson,Bitson,Gestión Interna,Reunion semanal Parte2,,ddebonis,60.0
270,2017-07-12 14:20:00,2017-07-12 15:35:00,Bitson,Bitson,Gestión Interna,,,nespino,75.0
271,2017-07-12 14:20:00,2017-07-12 16:45:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,145.0
272,2017-07-12 14:00:00,2017-07-12 14:30:00,Bitson,Bitson,Almuerzo,,,ddebonis,30.0
273,2017-07-12 14:00:00,2017-07-12 15:30:00,Bitson,Bitson,Reunion,Reunión extraordinaria: pasamos revista de los clientes vía la lista de trabajo. Sumamos el miércoles como posibilidad de reunión extra. Definimos las etiquetas de la lista de trabajos.,,lcolombo,90.0
274,2017-07-12 13:45:00,2017-07-12 14:00:00,Bitson,Bitson,Gestión Interna,Setup oficina. Revisión mails @cuberti.,,lcolombo,15.0
275,2017-07-12 13:44:00,2017-07-12 14:05:00,Aptage,Aptage,Operativo,,,nespino,21.0
276,2017-07-12 11:20:00,2017-07-12 11:50:00,Aptage,Aptage,Operativo,,,nespino,30.0
277,2017-07-12 10:00:00,2017-07-12 11:50:00,Bitson,Bitson,Gestion Contable,çRevisión de datos en planilla de gestión.,,lcolombo,110.0
278,2017-07-12 10:00:00,2017-07-12 18:30:00,Betterez,Betterez,Desarrollo,,,abrunacci,510.0
279,2017-07-12 10:00:00,2017-07-12 14:20:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,260.0
280,2017-07-12 10:00:00,2017-07-12 14:00:00,Bitson,Bitson,Licencia Enfermedad,,,cuberti,240.0
281,2017-07-12 08:00:00,2017-07-12 14:00:00,ECSA,Sigas SCA,Desarrollo,Dash SCA,,ddebonis,360.0
282,2017-07-11 14:45:00,2017-07-11 20:15:00,Kairos - Totem,Osmedica,Operativo,Instalación de nuevo server Kairos. Pruebas con Vagrant y Ansible. ,,lcolombo,330.0
283,2017-07-11 14:15:00,2017-07-11 14:45:00,Bitson,Bitson,Gestion Contable,Ejecución de retiros semanales y Completado encuesta observatorio PyMe (Agustina),,lcolombo,30.0
284,2017-07-11 14:00:00,2017-07-11 16:00:00,ECSA,Sigas SCA,Desarrollo,Desarrollo e investigacion del dashboard y chartjs,,ddebonis,120.0
285,2017-07-11 13:45:00,2017-07-11 14:15:00,Bitson,Bitson,Gestion Contable,Recuento Caja 2. Preparación retiro @hbrunacci (pidió cobrar en efectivo para no pagar IIBB).,,lcolombo,30.0
286,2017-07-11 13:33:00,2017-07-11 16:26:00,Aptage,Aptage,Operativo,,,nespino,173.0
287,2017-07-11 13:00:00,2017-07-11 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
288,2017-07-11 10:45:00,2017-07-11 12:00:00,Bitson,Bitson,Gestión Interna,Pago de servidores OVH. Instalación KeeWeb @abrunacci. Instalación SCA @ddebonis.,,lcolombo,75.0
289,2017-07-11 10:00:00,2017-07-11 15:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,300.0
290,2017-07-11 10:00:00,2017-07-11 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,330.0
291,2017-07-11 10:00:00,2017-07-11 14:00:00,Bitson,Bitson,Licencia Enfermedad,,,cuberti,240.0
292,2017-07-11 08:00:00,2017-07-11 13:00:00,ECSA,Sigas SCA,Desarrollo,"Seteo de ambiente SCA, docker, virtualenv.",,ddebonis,300.0
293,2017-07-10 17:40:00,2017-07-10 18:30:00,ECSA,Banfield,Operativo,,,nespino,50.0
294,2017-07-10 16:30:00,2017-07-10 18:00:00,Bitson,Bitson,Gestion Contable,Carga de datos Compras y Ventas Junio 2017 en planilla de gestión compartida con @santichola.,,lcolombo,90.0
295,2017-07-10 14:30:00,2017-07-10 16:30:00,Bitson,Bitson,Reunion,,,lcolombo,120.0
296,2017-07-10 14:30:00,2017-07-10 17:39:00,Bitson,Bitson,Gestión Interna,,,nespino,189.0
297,2017-07-10 14:30:00,2017-07-10 15:45:00,Bitson,Bitson,Reunion,,,hbrunacci,75.0
298,2017-07-10 14:20:00,2017-07-10 16:00:00,Bitson,Bitson,Gestión Interna,Reunion Semanal.,,ddebonis,100.0
299,2017-07-10 13:45:00,2017-07-10 14:30:00,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales. Preparación reunión semanal. Emisión de facturas para ECSA.,,lcolombo,45.0
300,2017-07-10 13:30:00,2017-07-10 14:20:00,Bitson,Bitson,Almuerzo,,,ddebonis,50.0
301,2017-07-10 10:30:00,2017-07-10 14:30:00,Bitson,Bitson,Gestión Comercial,"Imastec
Cromi mail resumen charla con tole y planilla
",,hbrunacci,240.0
302,2017-07-10 10:00:00,2017-07-10 14:00:00,Bitson,Bitson,Licencia Enfermedad,,,cuberti,240.0
303,2017-07-10 09:00:00,2017-07-10 17:00:00,Betterez,Betterez,Desarrollo,#6449 #6699 #6688,,abrunacci,480.0
304,2017-07-10 08:00:00,2017-07-10 13:30:00,Bitson,Bitson,Capacitación,"React-Native
Android Studio",,ddebonis,330.0
305,2017-07-07 17:53:00,2017-07-07 20:00:00,ECSA,Banfield,Operativo,,,nespino,127.0
306,2017-07-07 17:15:00,2017-07-07 17:53:00,ECSA,Banfield,Operativo,,,nespino,38.0
307,2017-07-07 15:00:00,2017-07-07 17:00:00,Bitson,Bitson,Gestión Interna,Reunion con Ale para SCABitson,,ddebonis,120.0
308,2017-07-07 14:00:00,2017-07-07 16:13:00,ECSA,Banfield,Operativo,,,nespino,133.0
309,2017-07-07 13:25:00,2017-07-07 13:30:00,ECSA,Banfield,Operativo,,,nespino,5.0
310,2017-07-07 12:47:00,2017-07-07 13:25:00,Aptage,Aptage,Operativo,,,nespino,38.0
311,2017-07-07 12:00:00,2017-07-07 15:00:00,Bitson,Bitson,Capacitación,React,,ddebonis,180.0
312,2017-07-07 12:00:00,2017-07-07 15:50:00,Bitson,Bitson,Gestión Comercial,@server #sanluis,,hbrunacci,230.0
313,2017-07-07 10:30:00,2017-07-07 12:00:00,Bitson,Bitson,Gestión Comercial,Reunión Tole,,hbrunacci,90.0
314,2017-07-07 10:00:00,2017-07-07 20:00:00,Betterez,Betterez,Desarrollo,"#6449
",,abrunacci,600.0
315,2017-07-07 00:00:00,2017-07-07 06:00:00,Bitson,Bitson,Licencia Enfermedad,Fer enferma y ExpoSanMiguel => Thiago sin clases. Servidor ECSA San Luis.,,lcolombo,360.0
316,2017-07-06 18:23:00,2017-07-06 21:14:00,Aptage,Aptage,Operativo,,,nespino,171.0
317,2017-07-06 14:54:00,2017-07-06 18:08:00,Aptage,Aptage,Operativo,,,nespino,194.0
318,2017-07-06 14:15:00,2017-07-06 21:20:00,Bitson,Kairos,Operativo,Instalación de SO de Servidor. Calibración Touch al inicio. Reinstalación de SO en Servidor. Instalación de Kairos Server. Pruebas de impresión vía comandos con @skajms.,,lcolombo,425.0
319,2017-07-06 13:45:00,2017-07-06 14:15:00,Bitson,Bitson,Gestión Interna,Setup oficina. Update situación actual y posibilidades.,,lcolombo,30.0
320,2017-07-06 13:00:00,2017-07-06 17:00:00,Bitson,Bitson,Capacitación,"JSON-server, SCA",,ddebonis,240.0
321,2017-07-06 12:00:00,2017-07-06 13:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
322,2017-07-06 10:00:00,2017-07-06 18:00:00,Betterez,Betterez,Desarrollo,"#6449
",,abrunacci,480.0
323,2017-07-06 10:00:00,2017-07-06 15:45:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,345.0
324,2017-07-06 09:00:00,2017-07-06 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,180.0
325,2017-07-05 21:43:00,2017-07-05 23:45:00,Aptage,Aptage,Operativo,,,nespino,122.0
326,2017-07-05 17:45:00,2017-07-05 18:45:00,Kairos - Totem,Osmedica,Operativo,Calibración Touch at Startup.,,lcolombo,60.0
327,2017-07-05 17:05:00,2017-07-05 17:45:00,Bitson,Bitson,Operativo,Capacitación @abrunacci en el deploy de CISE. Supervisor + NginX,,lcolombo,40.0
328,2017-07-05 16:46:00,2017-07-05 19:43:00,Aptage,Aptage,Operativo,,,nespino,177.0
329,2017-07-05 16:40:00,2017-07-05 17:05:00,Bitson,Bitson,Gestión Interna,Copia Libro Asociados firmada x @abrunacci,,lcolombo,25.0
330,2017-07-05 15:00:00,2017-07-05 16:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,60.0
331,2017-07-05 15:00:00,2017-07-05 16:40:00,Bitson,Bitson,Gestión Interna,Reparación PC @hbrunacci,,lcolombo,100.0
332,2017-07-05 14:30:00,2017-07-05 15:30:00,Aptage,Aptage,Operativo,,,nespino,60.0
333,2017-07-05 14:00:00,2017-07-05 15:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
334,2017-07-05 14:00:00,2017-07-05 15:00:00,Bitson,Bitson,Gestión Interna,Credicoop: trámite de cambio de autoridades.,,lcolombo,60.0
335,2017-07-05 10:00:00,2017-07-05 11:30:00,Bitson,Bitson,Gestión Comercial,"Coordinación para el comienzo de tareas OT58 - interorganics
",,hbrunacci,90.0
336,2017-07-05 09:10:00,2017-07-05 18:00:00,Betterez,Betterez,Desarrollo,"#6449
",,abrunacci,530.0
337,2017-07-05 08:00:00,2017-07-05 14:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,360.0
338,2017-07-04 14:35:00,2017-07-04 16:43:00,Aptage,Aptage,Operativo,,,nespino,128.0
339,2017-07-04 14:20:00,2017-07-04 14:35:00,Bitson,Kairos,Operativo,,,nespino,15.0
340,2017-07-04 14:00:00,2017-07-04 16:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,120.0
341,2017-07-04 13:50:00,2017-07-04 14:20:00,Aptage,Aptage,Operativo,,,nespino,30.0
342,2017-07-04 13:00:00,2017-07-04 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
343,2017-07-04 10:00:00,2017-07-04 16:00:00,Betterez,Betterez,Desarrollo,"#6600
",,abrunacci,360.0
344,2017-07-04 10:00:00,2017-07-04 13:33:00,Bitson,Bitson,Gestión Interna,,,cuberti,213.0
345,2017-07-04 09:30:00,2017-07-04 15:00:00,Bitson,Bitson,Gestión Comercial,@home,,hbrunacci,330.0
346,2017-07-04 08:00:00,2017-07-04 13:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,300.0
347,2017-07-04 00:00:00,2017-07-04 06:00:00,Bitson,Bitson,Licencia Enfermedad,Ceci,,lcolombo,360.0
348,2017-07-03 17:45:00,2017-07-03 20:05:00,Kairos - Totem,Osmedica,Operativo,"Instalación LigthDM, autologin y Ctrl+Alt+W. Cambio a /etc/hosts",,lcolombo,140.0
349,2017-07-03 17:15:00,2017-07-03 17:45:00,Bitson,Bitson,Gestión Interna,Transferencias de retiros semanales y mensuales.,,lcolombo,30.0
350,2017-07-03 16:45:00,2017-07-03 17:15:00,Bitson,Bitson,Gestión Interna,Facturación APTAGE,,lcolombo,30.0
351,2017-07-03 16:39:00,2017-07-03 20:03:00,Aptage,Aptage,Operativo,,,nespino,204.0
352,2017-07-03 16:00:00,2017-07-03 16:45:00,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales y mensuales.,,lcolombo,45.0
353,2017-07-03 14:30:00,2017-07-03 16:00:00,Bitson,Bitson,Reunion,Reunión semanal.,,lcolombo,90.0
354,2017-07-03 14:26:00,2017-07-03 16:02:00,Bitson,Bitson,Gestión Interna,,,nespino,96.0
355,2017-07-03 14:01:00,2017-07-03 14:26:00,ECSA,Banfield,Operativo,,,nespino,25.0
356,2017-07-03 14:00:00,2017-07-03 16:00:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,,ddebonis,120.0
357,2017-07-03 13:45:00,2017-07-03 14:30:00,Bitson,Bitson,Reunion,Preparación reunión semanal.,,lcolombo,45.0
358,2017-07-03 13:30:00,2017-07-03 14:00:00,ECSA,Sigas SGS,Testing,Testing archivos debito,,ddebonis,30.0
359,2017-07-03 13:20:00,2017-07-03 16:37:00,Bitson,Bitson,Gestión Interna,,,cuberti,197.0
360,2017-07-03 13:15:00,2017-07-03 14:01:00,Aptage,Aptage,Operativo,,,nespino,46.0
361,2017-07-03 11:00:00,2017-07-03 13:30:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,150.0
362,2017-07-03 11:00:00,2017-07-03 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,270.0
363,2017-07-03 10:00:00,2017-07-03 18:00:00,Betterez,Betterez,Desarrollo,"#6600
",,abrunacci,480.0
364,2017-07-03 08:00:00,2017-07-03 11:00:00,Bitson,Bitson,Capacitación,,,ddebonis,180.0
365,2017-07-01 14:00:00,2017-07-01 16:30:00,Kairos - Totem,Osmedica,Operativo,çPruebas de CDG. No imprime desde Firefox. Websocket?ç,,lcolombo,150.0
366,2017-06-30 17:00:00,2017-06-30 18:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem: configuración impresora.,,lcolombo,60.0
367,2017-06-30 16:00:00,2017-06-30 17:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem: calibración touch sin éxito.,,lcolombo,60.0
368,2017-06-30 16:00:00,2017-06-30 17:50:00,Aptage,Aptage,Operativo,,,nespino,110.0
369,2017-06-30 15:45:00,2017-06-30 16:00:00,SanyoJafep,Magento SanyoJafep,Operativo,,,nespino,15.0
370,2017-06-30 15:00:00,2017-06-30 17:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,120.0
371,2017-06-30 15:00:00,2017-06-30 16:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem: configuración de X y control de energía del monitor.,,lcolombo,60.0
372,2017-06-30 14:00:00,2017-06-30 15:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
373,2017-06-30 14:00:00,2017-06-30 15:00:00,Bitson,Bitson,Gestión Interna,Consulta personal trámite cambio de autoridades en Credicoop.,,lcolombo,60.0
374,2017-06-30 12:30:00,2017-06-30 14:00:00,Bitson,Bitson,Libre,NO HUBO INTERNET,,ddebonis,90.0
375,2017-06-30 11:00:00,2017-06-30 12:30:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,90.0
376,2017-06-30 10:30:00,2017-06-30 10:55:00,Bitson,Bitson,Gestión Interna,Organización interna tareas operativas semana ,,lcolombo,25.0
377,2017-06-30 10:00:00,2017-06-30 18:00:00,Betterez,Betterez,Desarrollo,,,abrunacci,480.0
378,2017-06-30 10:00:00,2017-06-30 14:00:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,240.0
379,2017-06-30 09:40:00,2017-06-30 13:30:00,Bitson,Bitson,Gestión Interna,,,cuberti,230.0
380,2017-06-29 17:10:00,2017-06-29 18:20:00,Kairos - Totem,Osmedica,Operativo,Instalación impresora Totem,,lcolombo,70.0
381,2017-06-29 16:30:00,2017-06-29 17:10:00,Bitson,Bitson,Gestión Comercial,Charla con IBM,,lcolombo,40.0
382,2017-06-29 16:00:00,2017-06-29 17:00:00,Bitson,Bitson,Gestión Interna,Reunion con clodo,,ddebonis,60.0
383,2017-06-29 15:10:00,2017-06-29 18:30:00,Aptage,Aptage,Operativo,,,nespino,200.0
384,2017-06-29 15:05:00,2017-06-29 16:30:00,Kairos - Totem,Osmedica,Operativo,Instalación impresora.,,lcolombo,85.0
385,2017-06-29 14:40:00,2017-06-29 15:05:00,ECSA,Sigas SCA,Presupuesto,"Charla con @hbrunacci, @abrunacci y @nespino x Failover.",,lcolombo,25.0
386,2017-06-29 14:27:00,2017-06-29 15:10:00,SanyoJafep,Magento SanyoJafep,Operativo,,,nespino,43.0
387,2017-06-29 14:00:00,2017-06-29 16:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,120.0
388,2017-06-29 13:45:00,2017-06-29 14:40:00,Kairos - Totem,Osmedica,Operativo,Instalación Impresora.,,lcolombo,55.0
389,2017-06-29 13:00:00,2017-06-29 14:00:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
390,2017-06-29 11:20:00,2017-06-29 12:20:00,Aptage,Aptage,Operativo,,,nespino,60.0
391,2017-06-29 11:00:00,2017-06-29 14:30:00,Bitson,Bitson,Gestión Interna,,,cuberti,210.0
392,2017-06-29 10:45:00,2017-06-29 11:30:00,Kairos - Totem,Osmedica,Operativo,"Búsqueda de info sobre plymouth, grub2 y xscreensaver",,lcolombo,45.0
393,2017-06-29 10:30:00,2017-06-29 10:45:00,ECSA,Sigas SCA,Presupuesto,Sincronización de reportes: respuesta x mail.,,lcolombo,15.0
394,2017-06-29 10:00:00,2017-06-29 15:30:00,Bitson,Bitson,Gestión Comercial,,,hbrunacci,330.0
395,2017-06-29 09:30:00,2017-06-29 17:30:00,Betterez,Betterez,Desarrollo,,,abrunacci,480.0
396,2017-06-29 08:00:00,2017-06-29 13:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,,ddebonis,300.0
397,2017-06-28 18:09:00,2017-06-28 18:58:00,Aptage,Aptage,Operativo,,,nespino,49.0
398,2017-06-28 17:55:00,2017-06-28 18:09:00,ECSA,Banfield,Operativo,,,nespino,14.0
399,2017-06-28 17:00:00,2017-06-28 21:00:00,Bitson,Kairos,Operativo,"Configuración Tótem. Openbox, autologin, firefox, mfull, unclutter.",,lcolombo,240.0
400,2017-06-28 15:00:00,2017-06-28 17:00:00,Bitson,Kairos,Operativo,Instalación Debian 9 en Totem,,lcolombo,120.0
401,2017-06-28 14:30:00,2017-06-28 16:00:00,Bitson,Cromi,Desarrollo,Anomalias en cromi,,ddebonis,90.0
402,2017-06-28 14:30:00,2017-06-28 15:15:00,Bitson,Bitson,Gestión Comercial,"Contacto con Pablo Kamegawa
Cliente pasado por Camba para migracion de Softlayer a AWS ",,hbrunacci,45.0
403,2017-06-28 14:00:00,2017-06-28 14:30:00,Bitson,Bitson,Almuerzo,,,hbrunacci,30.0
404,2017-06-28 13:30:00,2017-06-28 14:30:00,Bitson,Bitson,Almuerzo,,,ddebonis,60.0
405,2017-06-28 13:00:00,2017-06-28 13:30:00,Bitson,Cromi,Reunion,Reunion con matias ponto.,,ddebonis,30.0
406,2017-06-28 13:00:00,2017-06-28 14:00:00,Bitson,Cromi,Gestión Comercial,reunion con matias,,hbrunacci,60.0
407,2017-06-28 12:30:00,2017-06-28 13:15:00,ECSA,Sigas SCA,Presupuesto,Consultas failover con @clodito,,lcolombo,45.0
408,2017-06-28 12:04:00,2017-06-28 15:44:00,Aptage,Aptage,Operativo,,,nespino,220.0
409,2017-06-28 11:00:00,2017-06-28 16:15:00,Bitson,Bitson,Gestión Interna,,,cuberti,315.0
410,2017-06-28 10:00:00,2017-06-28 13:00:00,Bitson,Bitson,Gestión Comercial,envio de presupuestos a ECSA armado de PDFs,,hbrunacci,180.0
411,2017-06-28 09:00:00,2017-06-28 18:00:00,Betterez,Betterez,Desarrollo,#6509,,abrunacci,540.0
412,2017-06-28 08:00:00,2017-06-28 13:00:00,ECSA,Sigas SGS,Desarrollo,Refactor,,ddebonis,300.0
413,2017-06-27 22:30:00,2017-06-27 23:15:00,Bitson,Bitson,Gestión Comercial,Encuesta seminario. Estudio de mercado: mailchimp vs. sendgrid. Vamos por mailchimp.,,lcolombo,45.0
414,2017-06-27 21:30:00,2017-06-27 22:30:00,Bitson,Bitson,Gestión Comercial,Investigación de mercado. Cursos. Alquiler aulas.,,lcolombo,60.0
